id,name,account,num_nodes,run_time,submit_time,start_time,end_time,state,avg_node_power,max_node_power,energy
jid_904155,15160.0,393.0,50,65,21842,21842,21908,JobState.COMPLETED,119.98386006015531,119.98386006015534,389947.54519550473
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.85141358546838,119.85141358546836,395509.6648320457
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.87201458321996,119.87201458321995,395577.64812462585
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.87188503904558,119.87188503904555,395577.2206288504
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.88126266743905,119.88126266743906,395608.16680254886
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.79321967872414,119.79321967872416,395317.62493978965
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.8714509248683,119.87145092486831,395575.7880520654
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.86068673388623,119.86068673388623,395540.26622182457
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.8841219225581,119.8841219225581,395617.60234444175
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.83570859003116,119.83570859003116,395457.8383471028
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.91440610403716,119.91440610403714,395717.5401433226
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.75073845408608,119.75073845408606,395177.436898484
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.83251922754057,119.83251922754056,395447.3134508839
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.81881401057007,119.81881401057007,395402.0862348812
jid_904155,15160.0,393.0,50,66,21842,21842,21909,JobState.COMPLETED,119.86240937888117,119.86240937888118,395545.9509503079
jid_904155,15160.0,393.0,50,67,21842,21842,21910,JobState.COMPLETED,119.82213046364808,119.8221304636481,401404.13705322106
jid_904155,15160.0,393.0,50,67,21842,21842,21910,JobState.COMPLETED,119.80533751982337,119.80533751982337,401347.8806914083
jid_904155,15160.0,393.0,50,67,21842,21842,21910,JobState.COMPLETED,119.84908460292678,119.8490846029268,401494.4334198047
jid_904158,92940.0,168.0,1,77,21841,21841,21919,JobState.COMPLETED,176.53061224489795,176.53061224489795,13592.857142857143
jid_904159,92940.0,168.0,1,18,21903,21903,21922,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904160,92940.0,168.0,1,19,21904,21904,21924,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904161,92940.0,168.0,1,18,21908,21908,21927,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904162,92940.0,168.0,1,130,21811,21811,21942,JobState.COMPLETED,176.5306122448979,176.53061224489795,22948.979591836727
jid_904164,92940.0,168.0,1,17,21939,21939,21957,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
